** WARNING! Editing this file can cause it to become unusable with the MapCHECK software.

5.02.00.02
File Revision:	B
Measured File
Sun Nuclear Corporation
1177 MapCHECK 2

FileName:	2-Sep-2011-A.txt
Firmware Version:	10109
Hardware Revision:	D0
Diode Type:	0
Temperature:	21.667, 0, 0
Inclinometer Tilt:	0.000
Inclinometer Rotation:	0.000
Background Threshold:	60

Date:	09/02/11	Time:	13:33:57
Serial No:	6840311

Overrange Error:	0

Cal File:	6MVBoc.cal

Dose per Count:	0.0000000000
Dose Info:	None
Dose IDDC:	0

Time:	36999

Orientation:	0

Rows:	65
Cols:	53
CAX X:	27
CAX Y:	33

Background
Ycm	ROW	
-7.0	19	1.867262215091590	2.350545773312266	2.858688808942085	3.811606898183679	4.877361725904468	8.779988863541485	15.106798721489884	65.596960761350473	96.130301618607191	97.894200555979097	98.986369136384923	99.249934526614169	99.139817653655982	99.269831585739595	99.381052677586837	99.414117536830560	99.488229158726625	99.082501871351639	98.823564795873637	98.445477633742271	98.213661280926644	98.158395450295046	98.023510388701624	97.966516457961788	97.834075637440009	97.921905781687855	98.006458125657147	98.096875136891541	98.142668780343300	98.012437218832076	97.731401549468430	97.968990538073015	98.162851652145406	98.178104893034373	98.294619612042837	98.259945231019913	98.129043657035822	98.327336107684758	98.337336526431088	98.501697915685043	98.671908581527049	98.683752589199258	98.632884162732807	98.561677894281019	98.236105344233508	96.478617681692697	93.279559908599353	31.485640471592362	10.768245532250031	6.889158758611924	4.269120156669619	3.386491700414500	2.580997417782053
-7.5	18	0.000000000000000	2.273393330979935	2.861138412612326	3.681705267445735	5.129330789226938	7.321102746642131	14.432268686165148	65.691526253568284	95.908029340774220	97.943701059676869	98.668743595321359	99.203237683426863	99.092646714350963	99.186635393670471	99.188206480878037	99.341743926711075	98.985886311802659	98.654493984267972	98.331231207459041	97.960819415499316	97.878041284125871	97.919391383632615	97.760932034740193	97.814381598018898	97.647543687636428	97.692191108106911	97.811314053687994	98.064416101677423	97.776400767298043	97.703232191599611	97.643213115484059	97.872671733077453	97.920167679482532	98.028845302427513	97.902787521233165	98.045439694177389	97.996272566259890	98.343622051703917	98.156757043062171	98.337631323890079	98.430881808742313	98.619879273214138	98.531932384641777	98.615103786625241	98.038938177502857	97.133488784847088	93.565712349449399	30.835907556510076	10.951359387060787	6.148545378483207	4.493233824266661	3.306094150591844	0.000000000000000
-8.0	17	1.756398753325416	2.190991781389681	2.630766243081548	3.553254674243305	4.637153416915415	8.061004175487552	13.757738650840411	61.571852502506665	95.685757062941263	97.319970014433494	98.541666501796783	98.739788309404972	98.840896126650520	98.882416531677734	98.843393925543779	98.655476675857230	98.459078177504963	98.086675714020913	97.886046634195253	97.617417567683333	97.418293056444895	97.330563870348684	97.286444768607652	97.294907359560185	97.249526406979882	97.363145755734337	97.482190879310494	97.367118027263231	97.195285995571837	97.206582400754471	97.265546987790756	97.376328622081658	97.616302030279769	97.475161933192368	97.242245476284893	97.444457313724882	97.466984862122416	97.645106101027395	97.608438270223587	97.881527878966807	98.094108056338001	98.189180804536420	98.259862315994937	98.220241414052708	98.171054794305576	96.415007791380134	93.851864790299445	30.752011167555061	11.134473241871543	6.812169887261141	4.249175611321976	3.316369090045667	2.519969017108145
-8.5	16	0.000000000000000	2.103408798171827	2.617088752623956	3.263393769530521	4.672563718655897	6.528021887552254	13.991216447308178	57.452178751445047	94.977358539426930	97.108755433319061	97.697551560513077	98.373352925745721	98.245531763363147	98.658740680846194	97.987542395969797	97.977690673669116	97.413368170638591	97.347084060115435	97.019985295482115	97.204511164593868	96.803520204129583	96.698126272709587	96.554397703832592	96.829276664634293	96.621127156672003	97.028674628540031	96.621649343033781	96.726579132493171	96.480310856025000	96.662264428055664	96.461067221211906	96.750793737178654	96.723863006428843	97.013254923777282	96.642863196988628	97.023159222314803	96.803276991328971	97.161379220059672	97.053828275215523	97.485933865415561	97.359616083319068	97.782873572598589	97.575767554993803	97.834944759285094	97.111865922954422	96.503622796068413	93.332011983638040	30.668114778600046	10.439488970841630	5.716485317367837	4.244263289887042	3.190237581160704	0.000000000000000
-9.0	15	1.655894775848154	2.050850862132148	2.470786199711928	3.299985660543325	4.261685800625398	7.784664807979794	14.224694243775945	58.910998631206169	94.268960015912597	94.263433021797837	96.766431381190742	95.546829900538228	97.109137320210138	95.578709663324744	96.470344303820085	94.877113227906293	95.869619771264837	94.368494437301308	95.642299323023920	94.365652726066415	95.893150322769984	94.173768811673810	95.403743109378823	93.987573817016738	95.377030926533820	93.922748792062109	95.249152731791426	93.760831703687430	95.337113867979340	93.877505346635886	95.165663731822562	93.908978985450887	95.515101334479652	94.082026365495452	95.292793165577507	93.947325579360367	95.561584660819022	94.241540567867901	95.959561745163271	94.599197559790184	96.075548838924121	94.799067608595777	96.425389572096563	94.745878417990525	95.937841342158592	93.339006715949651	92.812159176976621	30.357763356493990	9.744504699811715	6.108218673292890	3.821154649697653	3.034549985424108	2.282618574753525
-9.5	14	0.000000000000000	1.973313674796684	2.441767587764636	3.204076872305454	4.230203653159039	6.124257299965578	11.004328725841287	60.369818510967299	74.639701883868128	88.909585256768949	89.423991615887630	89.938397975006310	90.007507161714443	90.076616348422576	89.633707255646868	89.190798162871147	88.902886378836115	88.614974594801069	88.668812344339472	88.722650093877874	88.711352817857360	88.700055541836846	88.520150054678425	88.340244567519989	88.188190724451573	88.036136881383158	87.883308981934476	87.730481082485795	88.037730220585871	88.344979358685961	88.274668248504327	88.204357138322678	88.355656588235021	88.506956038147365	88.209360653438750	87.911765268730150	88.097700957079908	88.283636645429667	88.579691217543740	88.875745789657799	88.894102120210817	88.912458450763836	88.848898224592844	88.785337998421852	88.443870773508408	88.102403548594964	60.691109119041684	30.047411934387934	7.902603751686055	5.150730026294353	3.726490831077276	2.844189136084548	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	2.118893604244477	2.769830679600687	3.330794639739725	5.209731349419076	7.783963207906627	22.242820488117985	36.701677768329340	40.213337818195505	43.724997868061671	43.168006592733349	42.611015317405034	39.910056294990682	37.209097272576322	41.193797936650711	45.178498600725099	43.814573306540851	42.450648012356595	39.447572240719850	36.444496469083099	35.454656128405787	34.464815787728476	35.022765783167912	35.580715778607356	34.875342191512431	34.169968604417512	34.527687789545070	34.885406974672634	34.725468072321561	34.565529169970489	34.739550796587366	34.913572423204251	35.432464605202838	35.951356787201426	35.260655014687423	34.569953242173419	34.730083062882933	34.890212883592447	34.694115981724686	34.498019079856924	34.291183767263149	34.084348454669367	34.440834544931846	34.797320635194318	33.299891225700776	31.802461816207231	18.363320554746434	6.060702803560394	4.415524103495321	3.089889512232550	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	2.425557602113090	2.976720037867679	3.599910250064374	5.449011650718306	6.649977877828656	7.844243526146522	9.038509174464387	9.274342456827220	9.510175739190052	9.727835204889971	9.945494670589889	9.919712540419685	9.893930410249482	10.095911777927311	10.297893145605141	9.992739518015782	9.687585890426421	9.792951595534781	9.898317300643141	9.986258560202383	10.074199819761628	9.953701564901987	9.833203310042347	10.081782979138456	10.330362648234567	10.137045208644057	9.943727769053545	10.000389202628934	10.057050636204325	9.873250681691042	9.689450727177759	9.575520491196150	9.461590255214540	9.842007236987520	10.222424218760501	10.312911945680181	10.403399672599861	9.980817769466025	9.558235866332190	9.281214774548555	9.004193682764923	8.593564439316397	8.182935195867872	6.862820430349021	5.542705664830169	4.614511757482600	3.360774071893988	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.550617659553528	3.187067359124571	3.762195267073569	4.855734634661471	5.200817692007193	6.245570905963985	6.002460641416507	6.755313076805143	6.321427831575580	7.075713241651162	6.706468561916454	7.215639572631298	6.694729480663907	7.327758941190415	6.670760927880788	7.217463836300912	6.862411250866011	7.286424280681827	6.760478861842027	7.358084037981570	6.771865030677505	7.349285643058115	6.926126596855883	7.477419496140669	6.866103041480224	7.336197434595799	6.731535681537899	7.333977212467663	6.730716401858146	7.218304838936795	6.751003808173748	7.145883358685559	6.702018743837852	7.281517661896854	6.576095131300141	7.214106315809827	6.449269205400230	6.905076185883209	6.284269197617588	6.602352041737590	6.072315287197643	5.927817325327025	4.867191385646394	4.367139727882474	3.493864489645850	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.835546259806813	3.309882528957016	3.809947701736466	4.358798771090238	4.740496115967857	5.028721804916261	5.187188095038432	5.335281796609140	5.329461902522722	5.565551275232225	5.567429837695349	5.666208453151551	5.647652210611823	5.698925535719647	5.649097276030430	5.793622431411001	5.624489709376129	5.780107697550401	5.825792439645118	5.851377201216980	5.865947634656726	5.897965688242062	5.787085697992002	5.858045657398062	5.803423246311527	5.827181734381655	5.816606130270282	5.786889622626141	5.702048418537528	5.727405724238615	5.668920627516096	5.707719466890461	5.625532553688920	5.583285142699125	5.427661253939079	5.448265445118414	5.328530474182827	5.280232741674235	5.048629999370205	4.948158353985240	4.588827432596191	4.142914888428256	3.564797371407486	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.831840887211218	3.323357181230493	3.683933574649438	4.042339823202488	4.184742367242249	4.439256502347151	4.503049357299827	4.646198903151490	4.658844798794374	4.775998283124852	4.755022283635127	4.864633670210765	4.828191728355550	4.944261821131550	5.038491489371435	4.970896491341824	4.909669779338328	5.032294299262065	4.941903699888574	5.032035868249217	5.012702823463637	5.052397759660423	4.975570643808494	5.046840869519809	4.957161879406915	5.021381048581301	4.898187539838610	4.938900403555154	4.787650042727089	4.893211861544851	4.834405942518974	4.829485666620236	4.703851631868361	4.687796219886493	4.587600846951519	4.602984065628419	4.459501295526318	4.345534339360662	4.082860696776919	3.930528756864950	3.550843364062952	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.967706561324852	3.279961662231489	3.560187234950408	3.710303440629508	3.882046189808096	3.986501736342726	4.093439553989036	4.097108237257851	4.122696212374558	4.192497438652008	4.227668458240556	4.260485351678599	4.261266790768786	4.316421072508826	4.310934987281401	4.369975599924359	4.451811278176240	4.394615578380109	4.307589314987931	4.378654788669619	4.434231873377557	4.437183477929513	4.451207708552301	4.412576781570615	4.413568644809398	4.369369775332729	4.367715613117389	4.311518688504399	4.281870833417242	4.243013227907751	4.154152538404690	4.122720172452164	4.032071146787013	4.036295806512370	4.036303645853015	3.909646583595967	3.791145365769207	3.640509664452818	3.499583534023737	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.0	7	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.908019278001259	3.107539974285935	3.214237970517280	3.388996946084816	3.467471844273946	3.545377406040536	3.513452383873435	3.637830532850000	3.664602800357789	3.725518590303096	3.724814429349505	3.764443870986215	3.654991022613679	3.785779463800774	3.807486354901466	3.902496886598702	3.877158020467693	3.865669389317378	3.760095142849350	3.885348842514790	3.887723685979702	3.901409901853150	3.828368893513848	3.885384108866500	3.798007303565517	3.844983451869881	3.808838264755875	3.787804244205548	3.701623597290097	3.680029600983019	3.600805372748591	3.580630135180065	3.489207586457933	3.504399978227192	3.351636027235326	3.332039848468354	3.188449061241410	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-13.5	6	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.747715413674793	2.882058393296592	2.992231779739943	3.064064120676459	3.107145842025725	3.181051789584711	3.250570734794218	3.261490444206805	3.284988673264534	3.336777213423834	3.416703241212888	3.363498234890297	3.369705490406551	3.426296988749662	3.473531892849409	3.477899775374155	3.517835078964540	3.451403087485002	3.459344667852549	3.457825798436720	3.438339319366749	3.462021342762238	3.501591593577237	3.431354948486265	3.405372626040743	3.397368305268912	3.358884281358979	3.305047590939323	3.263536895488696	3.225589114379532	3.200436434726721	3.150489695624591	3.140452653362492	3.040369174051284	2.996928939627474	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-14.0	5	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	2.574048409254351	2.671582393243424	2.689407016666221	2.795592042142949	2.853038197645465	2.873199663675812	2.845799568410679	2.906013923386047	2.920602509868408	3.021126220941656	3.012593185328071	3.056479116092183	3.054464216841224	3.087010555626912	3.043074109214977	3.080225985350662	3.068337460273568	3.102246673605738	3.045895520547879	3.088908778616705	3.079785564591116	3.107459824127990	3.020448270761562	3.041240822591489	3.016378048920052	2.991969596356301	2.896145589619521	2.907571077129064	2.837577754554121	2.842005024661779	2.771862107951217	2.776102481053844	2.672459075979844	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
